Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,Total - All Places of Death,203
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,"Healthcare setting, inpatient",128
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",14
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",0
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,Decedent's home,12
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,Hospice facility,
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,Nursing home/long term care facility,40
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,Other,
10/19/2022,05/01/2020,05/31/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,Total - All Places of Death,213
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,"Healthcare setting, inpatient",155
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",12
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,Decedent's home,10
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,Hospice facility,
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,Nursing home/long term care facility,30
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,Other,0
10/19/2022,06/01/2020,06/30/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,Total - All Places of Death,587
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,"Healthcare setting, inpatient",447
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",33
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,Decedent's home,26
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,Hospice facility,11
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,Nursing home/long term care facility,61
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,Other,
10/19/2022,07/01/2020,07/31/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,Total - All Places of Death,746
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,"Healthcare setting, inpatient",563
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",27
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,Decedent's home,36
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,Hospice facility,14
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,Nursing home/long term care facility,93
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,Other,
10/19/2022,08/01/2020,08/31/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,Total - All Places of Death,700
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,"Healthcare setting, inpatient",511
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",22
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,Decedent's home,34
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,Hospice facility,13
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,Nursing home/long term care facility,111
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,Other,
10/19/2022,09/01/2020,09/30/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,Total - All Places of Death,962
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,"Healthcare setting, inpatient",658
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",42
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,Decedent's home,49
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,Hospice facility,15
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,Nursing home/long term care facility,188
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,Other,
10/19/2022,10/01/2020,10/31/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,Total - All Places of Death,1599
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,"Healthcare setting, inpatient",1042
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",69
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",13
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,Decedent's home,89
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,Hospice facility,25
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,Nursing home/long term care facility,349
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,Other,12
10/19/2022,11/01/2020,11/30/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,Total - All Places of Death,2697
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,"Healthcare setting, inpatient",1830
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",96
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,"Healthcare setting, dead on arrival",12
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,Decedent's home,167
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,Hospice facility,47
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,Nursing home/long term care facility,506
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,Other,39
10/19/2022,12/01/2020,12/31/2020,By Month,Tennessee,Place of death unknown,0
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,Total - All Places of Death,2824
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,"Healthcare setting, inpatient",1962
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",93
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,Decedent's home,201
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,Hospice facility,61
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,Nursing home/long term care facility,467
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,Other,31
10/19/2022,01/01/2021,01/31/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,Total - All Places of Death,980
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,"Healthcare setting, inpatient",679
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",26
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,Decedent's home,87
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,Hospice facility,29
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,Nursing home/long term care facility,144
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,Other,13
10/19/2022,02/01/2021,02/28/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,Total - All Places of Death,564
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,"Healthcare setting, inpatient",389
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",20
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,Decedent's home,59
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,Hospice facility,24
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,Nursing home/long term care facility,63
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,Other,
10/19/2022,03/01/2021,03/31/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,Total - All Places of Death,501
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,"Healthcare setting, inpatient",371
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",24
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,Decedent's home,53
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,Hospice facility,17
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,Nursing home/long term care facility,32
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,Other,
10/19/2022,04/01/2021,04/30/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,Total - All Places of Death,442
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,"Healthcare setting, inpatient",347
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",13
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,Decedent's home,45
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,Hospice facility,
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,Nursing home/long term care facility,18
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,Other,
10/19/2022,05/01/2021,05/31/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,Total - All Places of Death,196
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,"Healthcare setting, inpatient",140
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,Decedent's home,21
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,Hospice facility,
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,Nursing home/long term care facility,17
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,Other,
10/19/2022,06/01/2021,06/30/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,Total - All Places of Death,262
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,"Healthcare setting, inpatient",214
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,Decedent's home,25
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,Hospice facility,
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,Nursing home/long term care facility,10
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,Other,
10/19/2022,07/01/2021,07/31/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,Total - All Places of Death,1664
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,"Healthcare setting, inpatient",1306
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",89
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",13
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,Decedent's home,184
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,Hospice facility,15
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,Nursing home/long term care facility,37
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,Other,20
10/19/2022,08/01/2021,08/31/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,Total - All Places of Death,3035
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,"Healthcare setting, inpatient",2439
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",155
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",29
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,Decedent's home,241
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,Hospice facility,43
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,Nursing home/long term care facility,100
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,Other,28
10/19/2022,09/01/2021,09/30/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,Total - All Places of Death,1571
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,"Healthcare setting, inpatient",1249
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",62
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",13
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,Decedent's home,132
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,Hospice facility,19
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,Nursing home/long term care facility,83
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,Other,13
10/19/2022,10/01/2021,10/31/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,Total - All Places of Death,687
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,"Healthcare setting, inpatient",486
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",40
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,Decedent's home,77
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,Hospice facility,14
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,Nursing home/long term care facility,53
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,Other,10
10/19/2022,11/01/2021,11/30/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,Total - All Places of Death,927
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,"Healthcare setting, inpatient",689
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",57
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,"Healthcare setting, dead on arrival",
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,Decedent's home,98
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,Hospice facility,16
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,Nursing home/long term care facility,50
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,Other,
10/19/2022,12/01/2021,12/31/2021,By Month,Tennessee,Place of death unknown,0
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,Total - All Places of Death,2129
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,"Healthcare setting, inpatient",1532
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",127
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,"Healthcare setting, dead on arrival",14
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,Decedent's home,218
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,Hospice facility,34
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,Nursing home/long term care facility,175
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,Other,29
10/19/2022,01/01/2022,01/31/2022,By Month,Tennessee,Place of death unknown,0
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,Total - All Places of Death,1829
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,"Healthcare setting, inpatient",1244
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",65
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,"Healthcare setting, dead on arrival",13
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,Decedent's home,217
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,Hospice facility,51
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,Nursing home/long term care facility,206
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,Other,33
10/19/2022,02/01/2022,02/28/2022,By Month,Tennessee,Place of death unknown,0
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,Total - All Places of Death,603
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,"Healthcare setting, inpatient",358
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",24
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,Decedent's home,97
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,Hospice facility,22
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,Nursing home/long term care facility,91
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,Other,11
10/19/2022,03/01/2022,03/31/2022,By Month,Tennessee,Place of death unknown,0
10/19/2022,04/01/2022,04/30/2022,By Month,Tennessee,Total - All Places of Death,171
10/19/2022,04/01/2022,04/30/2022,By Month,Tennessee,"Healthcare setting, inpatient",67
10/19/2022,04/01/2022,04/30/2022,By Month,Tennessee,"Healthcare setting, outpatient or emergency room",
